Gene.ID	Gene.Name	HGNC	EntrezGene	RefSeq	transcript_id
ENSG00000204880.7	KRTAP4-8	KRTAP4-8	728224	NA;NM_031960.2	ENST00000318329.6;ENST00000333822.4
ENSG00000204882.3	GPR20	GPR20	2843	NM_005293.2	ENST00000377741.3
ENSG00000204887.4	KRTAP1-4	KRTAP1-4	728255	NM_001257305.1	ENST00000377747.4
ENSG00000204889.10	KRT40	KRT40	125115	NA;NM_182497.3	ENST00000377755.8;ENST00000398486.2
ENSG00000204897.6	KRT25	KRT25	147183	NM_181534.3	ENST00000312150.4
ENSG00000204899.5	MZT1	MZT1	440145	NM_001071775.2	ENST00000377818.3
ENSG00000204909.7	SPINK9	SPINK9	643394	NM_001040433.1;NA	ENST00000377906.1;ENST00000511717.6
ENSG00000204913.5	LRRC3C	LRRC3C	100505591	NM_001195545.1	ENST00000377924.4
ENSG00000204918.3	PRR20B	PRR20B	729233	NM_001130404.1	ENST00000377930.1
ENSG00000204919.1	PRR20A	PRR20A	122183	NM_198441.2	ENST00000377931.1
ENSG00000204920.10	ZNF155	ZNF155	7711	NM_198089.2;NM_001260488.1;NA;NM_001260486.1	ENST00000270014.6;ENST00000407951.6;ENST00000586454.1;ENST00000590411.5;ENST00000590615.5;ENST00000591532.5;ENST00000611002.4
ENSG00000204922.4	UQCC3	UQCC3	790955	NM_001085372.2;NA	ENST00000377953.3;ENST00000531323.1
ENSG00000204923.3	FBXO48	FBXO48	554251	NM_001024680.2	ENST00000377957.3
ENSG00000204928.2	GRXCR2	GRXCR2	643226	NM_001080516.1;NA	ENST00000377976.2;ENST00000639411.1
ENSG00000204930.9	FAM221B	FAM221B	392307	NA;NM_001012446.3	ENST00000377984.2;ENST00000423537.6;ENST00000472182.1
ENSG00000204936.9	CD177	CD177	57126	NA;NM_020406.3	ENST00000607855.5;ENST00000618265.4
ENSG00000204941.13	PSG5	PSG5	5673	NM_001130014.1;NA	ENST00000342951.10;ENST00000366175.7;ENST00000404580.1;ENST00000407356.5;ENST00000407568.5;ENST00000599812.5
ENSG00000204946.9	ZNF783	ZNF783	100289678	NM_001195220.1	ENST00000434415.5
ENSG00000204947.8	ZNF425	ZNF425	155054	NM_001001661.2;NA	ENST00000378061.6;ENST00000483014.1
ENSG00000204950.3	LRRC10B	LRRC10B	390205	NM_001145077.1	ENST00000378075.3
ENSG00000204952.2	FBXO47	FBXO47	494188	NM_001008777.2	ENST00000378079.2
ENSG00000204954.9	C12orf73	C12orf73	728568	NM_001135570.1;NA	ENST00000378090.8;ENST00000546540.1;ENST00000546819.1;ENST00000547945.5;ENST00000547975.5;ENST00000549478.1;ENST00000552940.1;ENST00000553183.5
ENSG00000204956.5	PCDHGA1	PCDHGA1	56114	NM_031993.1;NM_018912.2	ENST00000378105.4;ENST00000517417.2
ENSG00000204960.6	BLACE	BLACE	NA	NR_103545.1;NA	ENST00000378120.5;ENST00000616210.1
ENSG00000204961.6	PCDHA9	PCDHA9	9752	NM_014005.4;NM_031857.1	ENST00000378122.4;ENST00000532602.1
ENSG00000204962.5	PCDHA8	PCDHA8	56140	NM_031856.1;NM_018911.2	ENST00000378123.4;ENST00000531613.1
ENSG00000204963.5	PCDHA7	PCDHA7	56141	NM_031852.1;NM_018910.2	ENST00000356878.5;ENST00000525929.1
ENSG00000204965.8	PCDHA5	PCDHA5	56143	NA;NM_018908.2;NM_031501.1	ENST00000529619.5;ENST00000529859.1;ENST00000614258.1
ENSG00000204967.10	PCDHA4	PCDHA4	56144	NA;NM_018907.3;NM_031500.2	ENST00000378125.4;ENST00000512229.6;ENST00000530339.1;ENST00000618834.1
ENSG00000204969.6	PCDHA2	PCDHA2	56146	NM_031495.1;NM_031496.1;NM_018905.2	ENST00000378132.2;ENST00000520672.2;ENST00000526136.1
ENSG00000204970.9	PCDHA1	PCDHA1	56147	NM_031410.2;NM_031411.2;NM_018900.3	ENST00000378133.4;ENST00000394633.7;ENST00000504120.3
ENSG00000204977.9	TRIM13	TRIM13	10206	NM_001007278.2;NM_052811.3;NA;NM_005798.4	ENST00000356017.8;ENST00000378182.3;ENST00000378183.8;ENST00000420995.6;ENST00000442421.5;ENST00000457662.2
ENSG00000204978.2	ERICH4	ERICH4	100170765	NM_001130514.1	ENST00000378187.2
ENSG00000204979.7	MS4A13	MS4A13	503497	NM_001100909.1;NM_001012417.2;NM_001278320.1;NA	ENST00000378185.6;ENST00000378186.6;ENST00000437058.6;ENST00000527948.1
ENSG00000204983.13	PRSS1	PRSS1	5644	NA;NM_002769.4	ENST00000311737.11;ENST00000486171.5;ENST00000492062.1;ENST00000619214.4
ENSG00000204991.10	SPIRE2	SPIRE2	84501	NM_032451.1;NA	ENST00000378247.7;ENST00000393062.6;ENST00000563972.1
ENSG00000205002.3	AARD	AARD	441376	NM_001025357.2	ENST00000378279.3
ENSG00000205022.9	PABPN1L	PABPN1L	390748	NM_001294328.1;NM_001080487.2;NA	ENST00000411789.6;ENST00000419291.6;ENST00000547152.1
ENSG00000205029.1	OR5D16	OR5D16	390144	NM_001005496.1	ENST00000378396.1
ENSG00000205030.1	OR5L2	OR5L2	26338	NM_001004739.1	ENST00000378397.1
ENSG00000205038.11	PKHD1L1	PKHD1L1	93035	NM_177531.4;NA	ENST00000378402.9;ENST00000526472.1
ENSG00000205045.8	SLFN12L	SLFN12L	100506736	NM_001195790.1;NA	ENST00000260908.11;ENST00000361112.6;ENST00000628453.1
ENSG00000205057.4	CLLU1OS	CLLU1OS	574016	NM_001025232.1	ENST00000378487.2
ENSG00000205060.10	SLC35B4	SLC35B4	84912	NM_032826.4;NA	ENST00000378509.8;ENST00000470969.2
ENSG00000205076.4	LGALS7	LGALS7	3963	NM_002307.3;NA	ENST00000378626.4;ENST00000599035.1
ENSG00000205078.5	SYCE1L	SYCE1L	100130958	NM_001129979.1;NA	ENST00000378644.4;ENST00000563157.1
ENSG00000205084.10	TMEM231	TMEM231	79583	NM_001077418.2;NA;NM_001077416.2	ENST00000258173.10;ENST00000565067.5;ENST00000568377.5;ENST00000615437.1
ENSG00000205085.11	FAM71F2	FAM71F2	346653	NA;NM_001012454.5	ENST00000474069.6;ENST00000477515.3;ENST00000641605.1
ENSG00000205086.6	C2orf91	C2orf91	400950	NM_001242815.1;NA	ENST00000378711.2;ENST00000615044.1
ENSG00000205089.7	CCNI2	CCNI2	645121	NM_001039780.3;NM_001287252.1	ENST00000378731.5;ENST00000614847.1
ENSG00000205090.8	TMEM240	TMEM240	339453	NM_001114748.1;NA	ENST00000378733.8;ENST00000425828.1;ENST00000624426.1
ENSG00000205097.6	FRG2	FRG2	448831	NM_001005217.1;NM_001286820.1	ENST00000378763.1;ENST00000504750.5
ENSG00000205108.5	FAM205A	FAM205A	259308	NM_001141917.1	ENST00000378788.3
ENSG00000205111.8	CDKL4	CDKL4	344387	NM_001009565.1;NM_001346911.1;NA	ENST00000378803.5;ENST00000395035.3;ENST00000451199.5
ENSG00000205116.3	TMEM88B	TMEM88B	643965	NM_001146685.1	ENST00000378821.3
ENSG00000205126.2	ACCSL	ACCSL	390110	NM_001031854.2	ENST00000378832.1
ENSG00000205129.8	C4orf47	C4orf47	441054	NM_001114357.1;NA	ENST00000378850.4;ENST00000511138.5;ENST00000511581.5
ENSG00000205133.11	TRIQK	TRIQK	286144	NA;NM_001171796.1;NM_001171795.1;NM_001191036.1;NM_001171798.1;NM_001171797.1;NM_001191035.1;NM_001171799.1	ENST00000378861.9;ENST00000517751.5;ENST00000517858.5;ENST00000518748.5;ENST00000519069.5;ENST00000519969.5;ENST00000520430.5;ENST00000520686.5;ENST00000521617.5;ENST00000521988.5;ENST00000522903.5;ENST00000522925.5;ENST00000523580.5;ENST00000524037.5;ENST00000524107.5;ENST00000537541.1
ENSG00000205138.3	SDHAF1	SDHAF1	644096	NM_001042631.2	ENST00000378887.3
ENSG00000205143.2	ARID3C	ARID3C	138715	NM_001017363.1	ENST00000378909.2
ENSG00000205155.7	PSENEN	PSENEN	55851	NM_001281532.1;NA	ENST00000222266.2;ENST00000587708.6;ENST00000591949.1
ENSG00000205177.6	C11orf91	C11orf91	100131378	NM_001166692.1;NA	ENST00000379011.4;ENST00000531145.1
ENSG00000205186.2	FABP9	FABP9	646480	NM_001080526.1	ENST00000379071.2
ENSG00000205189.11	ZBTB10	ZBTB10	65986	NM_001277145.1;NM_001105539.2;NA	ENST00000379091.8;ENST00000426744.5;ENST00000430430.5;ENST00000455036.7;ENST00000610895.2
ENSG00000205208.4	C4orf46	C4orf46	201725	NM_001008393.3;NA	ENST00000379205.4;ENST00000508457.1
ENSG00000205209.7	SCGB2B2	SCGB2B2	284402	NM_001025591.3;NA	ENST00000379204.2;ENST00000601241.5
ENSG00000205212.3	CCDC144NL	CCDC144NL	339184	NM_001004306.2	ENST00000327925.5
ENSG00000205213.13	LGR4	LGR4	55366	NM_018490.2;NM_001346432.1;NA	ENST00000379214.8;ENST00000389858.4;ENST00000480977.2
ENSG00000205220.11	PSMB10	PSMB10	5699	NM_002801.3;NA	ENST00000358514.8;ENST00000574576.2
ENSG00000205221.12	VIT	VIT	5212	NM_001177971.1;NM_053276.3;NM_001177969.1;NM_001177970.1;NA;NM_001177972.1	ENST00000379241.7;ENST00000379242.7;ENST00000389975.7;ENST00000401530.5;ENST00000404084.5;ENST00000457137.6;ENST00000464309.1;ENST00000497382.5
ENSG00000205238.9	SPDYE2	SPDYE2	441273	NA;NM_001031618.3	ENST00000341656.4;ENST00000432940.5;ENST00000507918.5
ENSG00000205250.8	E2F4	E2F4	1874	NM_001950.3;NA	ENST00000379378.7;ENST00000565226.1
ENSG00000205268.10	PDE7A	PDE7A	5150	NM_002603.3;NA;NM_001242318.2	ENST00000379419.8;ENST00000396642.7;ENST00000401827.7;ENST00000523253.1
ENSG00000205269.5	TMEM170B	TMEM170B	100113407	NM_001100829.2	ENST00000379426.1
ENSG00000205277.9	MUC12	MUC12	10071	NA;NM_001164462.1	ENST00000379442.7;ENST00000536621.5
ENSG00000205279.8	CTXN3	CTXN3	613212	NM_001048252.2;NM_001127385.1;NA	ENST00000379445.7;ENST00000395322.3;ENST00000620385.1
ENSG00000205301.11	MGAT4D	MGAT4D	152586	NA;NM_001277353.1	ENST00000503109.6;ENST00000511113.5;ENST00000513018.5;ENST00000515354.5;ENST00000515402.1
ENSG00000205302.6	SNX2	SNX2	6643	NM_003100.3;NA;NM_001278199.1	ENST00000379516.6;ENST00000505934.5;ENST00000514949.1
ENSG00000205307.11	SAP25	SAP25	100316904	NM_001168682.1;NA;NM_001348680.1	ENST00000538735.5;ENST00000614631.4;ENST00000622764.2
ENSG00000205309.13	NT5M	NT5M	56953	NM_020201.3;NA	ENST00000389022.8;ENST00000616989.1
ENSG00000205323.8	SARNP	SARNP	84324	NM_033082.3;NA	ENST00000336133.7;ENST00000552080.1
ENSG00000205327.3	OR6C68	OR6C68	403284	NM_001005519.2	ENST00000548615.1
ENSG00000205328.2	OR6C65	OR6C65	403282	NM_001005518.1	ENST00000379665.2
ENSG00000205329.2	OR6C3	OR6C3	254786	NM_054104.1;NA	ENST00000379667.1;ENST00000641364.1;ENST00000641740.1
ENSG00000205330.4	OR6C1	OR6C1	390321	NM_001005182.1;NA	ENST00000379668.3;ENST00000642104.1
ENSG00000205336.11	ADGRG1	ADGRG1	9289	NM_001145772.2;NM_001145773.2;NM_001145774.2;NA;NM_001145771.2;NM_001290143.1;NM_001290142.1;NM_001145770.2	ENST00000388813.9;ENST00000456916.5;ENST00000540164.6;ENST00000561696.5;ENST00000561782.5;ENST00000561833.5;ENST00000561969.5;ENST00000561988.5;ENST00000562003.5;ENST00000562414.5;ENST00000562467.5;ENST00000562558.5;ENST00000562631.5;ENST00000562682.5;ENST00000563374.5;ENST00000563414.5;ENST00000563445.5;ENST00000563548.5;ENST00000563862.5;ENST00000564103.5;ENST00000564338.5;ENST00000564360.5;ENST00000564722.5;ENST00000564729.5;ENST00000564783.5;ENST00000565013.5;ENST00000565314.5;ENST00000565338.5;ENST00000565391.1;ENST00000565587.5;ENST00000565770.5;ENST00000565976.5;ENST00000566123.5;ENST00000566164.5;ENST00000566169.5;ENST00000566187.1;ENST00000566271.6;ENST00000566508.5;ENST00000566778.5;ENST00000567154.5;ENST00000567397.5;ENST00000567553.5;ENST00000567702.5;ENST00000567835.5;ENST00000567915.5;ENST00000568074.5;ENST00000568157.5;ENST00000568234.5;ENST00000568531.5;ENST00000568618.5;ENST00000568791.5;ENST00000568908.5;ENST00000568909.5;ENST00000568979.5;ENST00000569101.5;ENST00000569154.5;ENST00000569158.5;ENST00000569372.5;ENST00000569494.5;ENST00000569531.5;ENST00000570044.5
ENSG00000205339.9	IPO7	IPO7	10527	NM_006391.2;NA	ENST00000379719.7;ENST00000527431.1;ENST00000630083.1
ENSG00000205352.10	PRR13	PRR13	54458	NA;NM_001005354.2	ENST00000379786.8;ENST00000429243.6;ENST00000546581.5;ENST00000547368.5;ENST00000549068.5;ENST00000549135.1;ENST00000549581.5;ENST00000549740.5;ENST00000549924.5;ENST00000551003.5;ENST00000551945.5
ENSG00000205356.9	TECPR1	TECPR1	25851	NA;NM_015395.2	ENST00000415086.5;ENST00000420697.1;ENST00000423128.5;ENST00000447648.6
ENSG00000205358.3	MT1H	MT1H	4496	NM_005951.2;NA	ENST00000332374.4;ENST00000569155.1
ENSG00000205359.9	SLCO6A1	SLCO6A1	133482	NA;NM_001289004.1;NM_001289002.1;NM_001308014.1	ENST00000379807.7;ENST00000389019.7;ENST00000506729.5;ENST00000511588.1;ENST00000513675.1
ENSG00000205362.11	MT1A	MT1A	4489	NM_005946.2	ENST00000290705.12
ENSG00000205363.5	C15orf59	C15orf59	388135	NM_001039614.2;NM_001303254.1;NA	ENST00000379822.5;ENST00000559817.1;ENST00000569673.2
ENSG00000205364.3	MT1M	MT1M	4499	NM_176870.2;NA	ENST00000379818.3;ENST00000570233.1
ENSG00000205403.12	CFI	CFI	3426	NM_000204.4;NM_001318057.1;NA;NM_001331035.1	ENST00000394634.6;ENST00000394635.7;ENST00000510800.1;ENST00000512148.5;ENST00000618244.4
ENSG00000205409.3	OR52E6	OR52E6	390078	NM_001005167.1;NA	ENST00000329322.5;ENST00000379946.2
ENSG00000205413.7	SAMD9	SAMD9	54809	NM_017654.3;NA;NM_001193307.1	ENST00000379958.2;ENST00000446617.1;ENST00000620985.4
ENSG00000205420.10	KRT6A	KRT6A	3853	NM_005554.3	ENST00000330722.6
ENSG00000205423.11	CNEP1R1	CNEP1R1	255919	NM_001281789.1;NM_153261.5;NA	ENST00000427478.6;ENST00000458059.7;ENST00000562576.5;ENST00000565556.5;ENST00000566093.1
ENSG00000205426.10	KRT81	KRT81	3887	NM_002281.3;NA	ENST00000327741.9;ENST00000615839.1
ENSG00000205436.7	EXOC3L4	EXOC3L4	91828	NM_001077594.1;NA	ENST00000380069.7;ENST00000559116.1;ENST00000560304.1
ENSG00000205439.10	KRTAP12-3	KRTAP12-3	386683	NM_198697.2	ENST00000397907.1
ENSG00000205442.12	IZUMO3	IZUMO3	100129669	NA;NM_001271706.1	ENST00000418122.1;ENST00000543880.6;ENST00000604921.5
ENSG00000205445.3	KRTAP10-2	KRTAP10-2	386679	NM_198693.3	ENST00000391621.1
ENSG00000205456.11	TP53TG3D	TP53TG3D	729264	NM_001243722.2;NA	ENST00000398664.4;ENST00000569631.1
ENSG00000205457.11	TP53TG3C	TP53TG3C	653550	NA;NM_001205259.2	ENST00000360260.6;ENST00000561509.2
ENSG00000205464.11	ATP6AP1L	ATP6AP1L	92270	NM_001017971.2;NA	ENST00000380167.8;ENST00000439350.1
ENSG00000205476.8	CCDC85C	CCDC85C	317762	NM_001144995.1;NA	ENST00000380243.8;ENST00000554877.1;ENST00000554996.5;ENST00000555822.5;ENST00000556348.1;ENST00000557576.5;ENST00000557769.5
ENSG00000205495.1	OR52J3	OR52J3	119679	NM_001001916.2	ENST00000380370.1
ENSG00000205496.1	OR51A2	OR51A2	401667	NM_001004748.1	ENST00000380371.1
ENSG00000205497.4	OR51A4	OR51A4	401666	NM_001005329.1;NA	ENST00000380373.4;ENST00000641898.1
ENSG00000205502.3	C2CD4B	C2CD4B	388125	NM_001007595.2	ENST00000380392.3
ENSG00000205517.12	RGL3	RGL3	57139	NM_001035223.3;NM_001161616.2;NA	ENST00000380456.7;ENST00000393423.7;ENST00000567080.1;ENST00000567431.5
ENSG00000205531.12	NAP1L4	NAP1L4	4676	NM_005969.3;NA	ENST00000380542.8;ENST00000399614.6;ENST00000430811.5;ENST00000448187.5;ENST00000455338.6;ENST00000526115.5;ENST00000526842.5;ENST00000528968.5;ENST00000529361.5;ENST00000530064.5;ENST00000531291.5;ENST00000532325.6;ENST00000534372.1;ENST00000620138.4
ENSG00000205542.10	TMSB4X	TMSB4X	7114	NA;NM_021109.3	ENST00000380633.1;ENST00000380635.5;ENST00000380636.1;ENST00000451311.6
ENSG00000205544.3	TMEM256	TMEM256	254863	NM_152766.3;NA	ENST00000302422.3;ENST00000576017.1
ENSG00000205549.8	C9orf92	C9orf92	100129385	NM_001271829.1;NR_073471.1;NA	ENST00000380683.5;ENST00000380685.5;ENST00000433347.1
ENSG00000205560.12	CPT1B	CPT1B	1375	NM_152246.2;NA;NM_004377.3;NM_001145135.1;NM_001145134.1	ENST00000312108.11;ENST00000360719.6;ENST00000395650.6;ENST00000405237.7;ENST00000417176.1;ENST00000457250.5
ENSG00000205571.13	SMN2	SMN2	6607	NA;NM_022876.2;NM_017411.3;NM_022875.2	ENST00000380741.8;ENST00000380742.8;ENST00000380743.8;ENST00000511812.5;ENST00000614240.4;ENST00000626847.2;ENST00000628696.2;ENST00000638794.1
ENSG00000205572.9	SERF1B	SERF1B	728492	NM_022978.2;NM_001178087.1;NA	ENST00000380750.7;ENST00000380751.9;ENST00000503931.5;ENST00000506542.1;ENST00000515588.1
ENSG00000205581.10	HMGN1	HMGN1	3150	NA;NM_004965.6	ENST00000380747.5;ENST00000380748.5;ENST00000380749.9
ENSG00000205593.11	DENND6B	DENND6B	414918	NM_001001794.3;NA	ENST00000413817.7;ENST00000433760.1
ENSG00000205609.12	EIF3CL	EIF3CL	728689	NM_001099661.2;NA	ENST00000380876.4;ENST00000398944.7
ENSG00000205629.11	LCMT1	LCMT1	51451	NM_001032391.1;NM_016309.2;NA	ENST00000380966.8;ENST00000399069.7;ENST00000570981.1;ENST00000572761.1;ENST00000575396.1
ENSG00000205639.10	MFSD2B	MFSD2B	388931	NM_001346880.1;NM_001080473.1	ENST00000338315.5;ENST00000406420.7
ENSG00000205642.9	VCX3B	VCX3B	425054	NA;NM_001001888.3	ENST00000381029.4;ENST00000381032.5;ENST00000444481.3;ENST00000453306.4
ENSG00000205643.10	CDPF1	CDPF1	150383	NM_207327.4;NA	ENST00000314567.7;ENST00000404583.5;ENST00000404744.1
ENSG00000205649.7	HTN3	HTN3	3347	NA;NM_000200.2	ENST00000381057.3;ENST00000526767.5;ENST00000530128.5
ENSG00000205659.10	LIN52	LIN52	91750	NA;NM_001024674.2	ENST00000554938.1;ENST00000555028.5
ENSG00000205667.2	ARSH	ARSH	347527	NM_001011719.1	ENST00000381130.2
ENSG00000205669.2	ACOT6	ACOT6	641372	NM_001037162.1;NA	ENST00000381139.1;ENST00000554229.1
ENSG00000205670.10	SMIM11A	SMIM11A	54065	NM_058182.4;NA	ENST00000399292.7;ENST00000399295.2;ENST00000399299.5
ENSG00000205678.7	TECRL	TECRL	253017	NM_001010874.4;NA	ENST00000381210.7;ENST00000507440.5;ENST00000509536.1;ENST00000511997.1
ENSG00000205683.11	DPF3	DPF3	8110	NM_012074.4;NA;NM_001280542.1;NM_001280544.1;NM_001280543.1	ENST00000541685.5;ENST00000546183.1;ENST00000556509.5;ENST00000610283.4;ENST00000614862.4
ENSG00000205693.3	MANSC4	MANSC4	100287284	NM_001146221.1	ENST00000381273.3
ENSG00000205702.10	CYP2D7	CYP2D7	1564	NA	ENST00000612115.1;ENST00000614967.4
ENSG00000205707.10	ETFRF1	ETFRF1	144363	NM_001001660.2;NA	ENST00000381356.8;ENST00000553788.5;ENST00000554266.5;ENST00000555711.5;ENST00000556198.1;ENST00000556351.5;ENST00000556402.5;ENST00000556885.5;ENST00000556927.5;ENST00000557540.6
ENSG00000205710.3	C17orf107	C17orf107	100130311	NM_001145536.1;NA	ENST00000381365.3;ENST00000521575.1
ENSG00000205718.9	MBD3L4	MBD3L4	653656	NM_001164419.1	ENST00000381394.8
ENSG00000205726.14	ITSN1	ITSN1	6453	NA;NM_001001132.1;NM_003024.2;NM_001331011.1;NM_001331009.1;NM_001331012.1;NM_001331008.1;NM_001331010.1	ENST00000379960.9;ENST00000381283.7;ENST00000381284.7;ENST00000381285.8;ENST00000381291.8;ENST00000381318.7;ENST00000399338.8;ENST00000399349.5;ENST00000399352.5;ENST00000399353.5;ENST00000399355.6;ENST00000399367.7;ENST00000415023.1;ENST00000440794.2;ENST00000444491.5;ENST00000451686.5;ENST00000456489.1
ENSG00000205730.6	ITPRIPL2	ITPRIPL2	162073	NM_001034841.3;NA	ENST00000381440.4;ENST00000566735.1
ENSG00000205744.9	DENND1C	DENND1C	79958	NM_024898.3;NM_001290331.1;NA	ENST00000381480.6;ENST00000543576.5;ENST00000588421.1;ENST00000590173.5;ENST00000590473.5
ENSG00000205754.10	SLCO1B7	SLCO1B7	338821	NM_001009562.4;NA	ENST00000421593.6;ENST00000545916.1
ENSG00000205755.11	CRLF2	CRLF2	64109	NA;NM_001012288.2	ENST00000381566.6;ENST00000381567.8;ENST00000400841.7
ENSG00000205755.11_PAR_Y	CRLF2	CRLF2	64109	NA;NM_001012288.2	ENST00000381566.6_PAR_Y;ENST00000381567.8_PAR_Y;ENST00000400841.7_PAR_Y
ENSG00000205758.11	CRYZL1	CRYZL1	9946	NA;NM_145858.2	ENST00000290244.9;ENST00000361534.6;ENST00000381540.7;ENST00000381554.7;ENST00000399442.1;ENST00000413017.2;ENST00000414079.5;ENST00000417979.5;ENST00000426935.5;ENST00000431177.5;ENST00000438788.1;ENST00000440526.5;ENST00000441940.5;ENST00000445393.5
ENSG00000205765.8	C5orf51	C5orf51	285636	NM_175921.5;NA	ENST00000381647.6;ENST00000612065.1
ENSG00000205777.17	GAGE1	GAGE1	2543	NA;NM_001040663.2	ENST00000381700.10;ENST00000610680.4;ENST00000619375.1
ENSG00000205784.2	ARRDC5	ARRDC5	645432	NM_001080523.1	ENST00000381781.2
ENSG00000205795.4	CYS1	CYS1	192668	NM_001037160.2	ENST00000381813.4
ENSG00000205808.5	PLPP6	PLPP6	403313	NM_203453.3	ENST00000381883.3
ENSG00000205809.9	KLRC2	KLRC2	3822	NA;NM_002260.3	ENST00000381901.5;ENST00000381902.6;ENST00000536833.6;ENST00000537017.1;ENST00000619500.4
ENSG00000205810.8	KLRC3	KLRC3	3823	NM_007333.2;NM_002261.2	ENST00000381903.2;ENST00000396439.6
ENSG00000205832.7	C16orf96	C16orf96	342346	NM_001145011.1	ENST00000444310.4
ENSG00000205835.8	GMNC	GMNC	647309	NM_001146686.2	ENST00000442080.5
ENSG00000205838.13	TTC23L	TTC23L	153657	NM_001317949.1;NA	ENST00000505624.5;ENST00000610313.1;ENST00000638320.1
ENSG00000205846.3	CLEC6A	CLEC6A	93978	NM_001007033.1	ENST00000382073.3
ENSG00000205853.10	RFPL3S	RFPL3S	NA	NR_001450.3;NA;NR_002596.2	ENST00000382084.8;ENST00000382086.6;ENST00000400234.5;ENST00000577714.1;ENST00000621921.2
ENSG00000205856.3	C22orf42	C22orf42	150297	NM_001010859.1	ENST00000382097.3
ENSG00000205857.2	NANOGNB	NANOGNB	360030	NM_001145465.1;NA	ENST00000382119.1;ENST00000640040.1
ENSG00000205858.9	LRRC72	LRRC72	100506049	NM_001195280.1	ENST00000401542.2
ENSG00000205861.11	PCOTH	PCOTH	542767	NM_001014442.2;NA	ENST00000382133.8;ENST00000435039.3
ENSG00000205863.10	C1QTNF9B	C1QTNF9B	387911	NM_001007537.2;NA;NR_104426.1	ENST00000382137.7;ENST00000382140.3;ENST00000382145.5
ENSG00000205864.1	KRTAP5-6	KRTAP5-6	440023	NM_001012416.1	ENST00000382160.1
ENSG00000205867.3	KRTAP5-2	KRTAP5-2	440021	NM_001004325.1	ENST00000412090.2
ENSG00000205869.2	KRTAP5-1	KRTAP5-1	387264	NM_001005922.1	ENST00000382171.2
ENSG00000205882.8	DEFB134	DEFB134	613211	NA;NM_001302695.1	ENST00000382205.4;ENST00000526438.5
ENSG00000205883.2	DEFB135	DEFB135	613209	NM_001033017.2	ENST00000382208.2
ENSG00000205884.2	DEFB136	DEFB136	613210	NM_001033018.2	ENST00000382209.2
ENSG00000205899.3	BHLHA9	BHLHA9	727857	NM_001164405.1	ENST00000391429.1
ENSG00000205903.6	ZNF316	ZNF316	100131017	NM_001278559.1;NA	ENST00000382252.5;ENST00000427912.2
ENSG00000205916.11	DAZ4	DAZ4	57135	NA;NM_020420.3;NM_001005375.2	ENST00000382296.4;ENST00000382314.6;ENST00000382432.9;ENST00000415508.6;ENST00000440066.6;ENST00000449750.7;ENST00000634662.1
ENSG00000205922.4	ONECUT3	ONECUT3	390874	NM_001080488.1	ENST00000382349.4
ENSG00000205923.3	CEMP1	CEMP1	752014	NA;NM_001048212.3	ENST00000565480.1;ENST00000567119.1
ENSG00000205927.4	OLIG2	OLIG2	10215	NA;NM_005806.3	ENST00000333337.3;ENST00000382357.3;ENST00000430860.1
ENSG00000205929.10	C21orf62	C21orf62	56245	NA;NM_001162495.2;NM_001162496.2;NM_019596.5	ENST00000382373.4;ENST00000479548.1;ENST00000487113.1;ENST00000490358.5
ENSG00000205937.11	RNPS1	RNPS1	10921	NA;NM_001286627.1;NM_006711.4;NM_001286625.1;NM_001286626.1	ENST00000301730.12;ENST00000320225.9;ENST00000397086.6;ENST00000561518.5;ENST00000561718.5;ENST00000562690.5;ENST00000564601.5;ENST00000564764.5;ENST00000564822.1;ENST00000565333.5;ENST00000565589.5;ENST00000565678.5;ENST00000565870.5;ENST00000566180.5;ENST00000566397.5;ENST00000566458.5;ENST00000567147.5;ENST00000568631.5;ENST00000569598.6;ENST00000569709.5
ENSG00000205944.11	DAZ2	DAZ2	57055	NM_001005786.2;NM_001005785.2;NM_020363.3;NA	ENST00000382294.6;ENST00000382306.6;ENST00000382424.8;ENST00000382431.8;ENST00000382433.4;ENST00000382440.5;ENST00000382449.5;ENST00000400493.6;ENST00000449947.5
ENSG00000205978.5	NYNRIN	NYNRIN	57523	NM_025081.2	ENST00000382554.3
ENSG00000205981.6	DNAJC19	DNAJC19	131118	NM_145261.3;NM_001190233.1;NR_033723.1;NA	ENST00000382564.6;ENST00000479269.5;ENST00000486355.1;ENST00000491873.5
ENSG00000206013.2	IFITM5	IFITM5	387733	NM_001025295.2	ENST00000382614.2
ENSG00000206026.7	SMIM21	SMIM21	284274	NA;NM_001037331.3;NM_001303482.1	ENST00000382638.3;ENST00000579022.5;ENST00000584508.1
ENSG00000206043.6	C18orf63	C18orf63	644041	NM_001174123.1	ENST00000579455.1
ENSG00000206047.2	DEFA1	DEFA1	1667	NA;NM_004084.3	ENST00000382679.2;ENST00000382692.2
ENSG00000206052.10	DOK6	DOK6	220164	NM_152721.5;NA	ENST00000382713.9;ENST00000582992.1
ENSG00000206053.12	JPT2	JPT2	90861	NM_144570.2;NA	ENST00000248098.7;ENST00000382710.8;ENST00000382711.9;ENST00000561516.5;ENST00000562569.1;ENST00000562684.5;ENST00000565851.5;ENST00000566691.5;ENST00000566742.5;ENST00000569765.5
ENSG00000206069.6	TMEM211	TMEM211	255349	NM_001001663.1;NA	ENST00000407886.1;ENST00000423535.1;ENST00000640159.1
